"","name","type","latitude","longitude","population","year","gas","est_RFNB"
"6149","391","First Nations","49.893748992","-94.538129049","369","1996","55.8678571428571","213.006193174026"
"6150","352","First Nations","48.858888889","-93.578888889","376","1996","55.8678571428571","258.925610171836"
"6151","368","First Nations","48.73846477","-92.925954105","319","1996","55.8678571428571","214.758825300898"
"6152","227","First Nations","45.950442","-66.851933","558","1996","55.9958333333333","211.367208371913"
"6153","487","First Nations","49.605561944","-95.132423611","433","1996","55.8678571428571","218.171930357773"
"6154","475","First Nations","48.718888889","-92.428055556","491","1996","55.8678571428571","271.581742685012"
"6155","252","First Nations","50.245","-92.328055556","304","1996","55.8678571428571","235.219956236364"
"6156","504","First Nations","50.187988281","-121.578063965","39","1996","58.6333333333333","208.50727842017"
"6157","559","First Nations","51.920410156","-122.483764648","298","1996","58.6333333333333","317.338157969302"
"6158","439","First Nations","55.16003418","-77.269897461","540","1996","55.7738095238095","260.915263206257"
"6159","220","First Nations","49.201504","-122.677245","417","1996","58.6333333333333","208.0682107705"
"6160","305","First Nations","46.116621","-60.195615","82","1996","57.8154761904762","363.74501418452"
"6161","631","First Nations","54.600402832","-125.066101074","202","1996","58.6333333333333","242.498957083013"
"6162","634","First Nations","56.089782715","-96.108276367","55","1996","55.8678571428571","254.249570453679"
"6163","373","First Nations","55.037841797","-129.555786133","133","1996","58.6333333333333","218.685952714696"
"6164","5","First Nations","43.832917","-66.084223","94","1996","55.9958333333333","308.554318098267"
"6165","601","First Nations","45.967398945","-61.135483371","555","1996","57.8154761904762","219.26004549194"
"6166","556","First Nations","50.531982422","-125.982666016","350","1996","58.6333333333333","216.468784235331"
"6167","188","First Nations","53.973205566","-128.648071289","141","1996","58.6333333333333","296.844454037811"
"6168","566","First Nations","49.041920768","-123.100158446","311","1996","58.6333333333333","285.51014118466"
"6169","84","First Nations","49.378888889","-121.555","426","1996","58.6333333333333","214.806491549677"
"6170","310","First Nations","48.202614179","-65.922951854","89","1996","57.8154761904762","239.289071119961"
"6171","542","First Nations","49.006944444","-80.838055556","393","1996","55.7738095238095","219.976122410374"
"6172","608","First Nations","49.836111111","-119.608055556","516","1996","58.6333333333333","238.734112004934"
"6173","360","First Nations","52.954223633","-123.583618164","335","1996","58.6333333333333","208.806963681351"
"6174","43","First Nations","48.337688","-123.606697","224","1996","58.6333333333333","207.025547530914"
"6175","441","First Nations","47.917994282","-69.50759115","29","1996","55.9958333333333","209.495206063532"
"6176","106","First Nations","48.776794434","-123.708312988","391","1996","58.6333333333333","208.127147526178"
"6177","149","First Nations","45.930251534","-60.6452928","364","1996","57.8154761904762","206.540062303696"
"6178","545","First Nations","67.431213379","-134.875488281","84","1996","51.6138888888889","296.444133313941"
"6179","307","First Nations","54.33782959","-130.445373535","529","1996","58.6333333333333","211.71131855839"
"6180","163","First Nations","55.994566263","-87.61970716","453","1996","55.8678571428571","214.905619381581"
"6181","65","First Nations","46.4525","-64.758611111","39","1996","57.8154761904762","207.167772940331"
"6182","507","First Nations","49.897946","-124.607755","10","1996","58.6333333333333","218.036108658138"
"6183","234","First Nations","54.491638184","-128.584106445","437","1996","58.6333333333333","302.080818953487"
"6184","261","First Nations","50.29083252","-64.02130127","429","1996","57.8154761904762","263.794129959009"
"6185","201","First Nations","49.265197754","-124.825500488","293","1996","58.6333333333333","282.972072780479"
"6186","232","First Nations","53.824274134","-89.875387627","108","1996","55.8678571428571","214.062616375351"
"6187","79","First Nations","50.671944444","-121.935","171","1996","58.6333333333333","214.168954312701"
"6188","231","First Nations","52.583055556","-128.533055556","404","1996","58.6333333333333","265.815812758519"
"6189","25","First Nations","50.717834473","-121.311584473","256","1996","58.6333333333333","283.013197875974"
"6190","574","First Nations","49.111327","-121.956911","394","1996","58.6333333333333","302.250838063061"
"6191","445","First Nations","50.61340332","-127.573669434","405","1996","58.6333333333333","212.407501078156"
"6192","350","First Nations","54.076944444","-124.601111111","409","1996","58.6333333333333","233.85580054716"
"6193","498","First Nations","49.356111111","-121.606944444","524","1996","58.6333333333333","321.312554859238"
"6194","336","First Nations","55.01159668","-127.322509766","172","1996","58.6333333333333","308.877785452486"
"6195","165","First Nations","56.329870819","-94.663388508","37","1996","55.8678571428571","211.991431535546"
"6196","603","First Nations","52.985229492","-87.282409668","530","1996","55.8678571428571","222.523304323597"
"6197","434","First Nations","49.208055556","-121.718055556","2","1996","58.6333333333333","212.493974054757"
"6198","28","First Nations","48.666992187","-74.948974609","265","1996","55.7738095238095","305.816004703751"
"6199","35","First Nations","44.549444444","-65.623611111","297","1996","55.9958333333333","282.118370259672"
"6200","202","First Nations","48.800598145","-125.120666504","472","1996","58.6333333333333","213.600847830863"
"6201","353","First Nations","54.431396484","-124.247497559","156","1996","58.6333333333333","233.281824831497"
"6202","534","First Nations","50.68538061","-121.949795556","360","1996","58.6333333333333","220.766201536272"
"6203","488","First Nations","45.095224","-63.489859","232","1996","55.0166666666667","237.21005502338"
"6204","195","First Nations","49.367004395","-126.271972656","470","1996","58.6333333333333","204.783183109132"
"6205","339","First Nations","50.328055556","-122.676111111","192","1996","58.6333333333333","209.513172475068"
"6206","114","First Nations","51.017211914","-125.612182617","194","1996","58.6333333333333","241.913554493161"
"6207","392","First Nations","46.073242187","-72.821899414","211","1996","58.2583333333333","219.236211857104"
"6208","308","First Nations","47.863441","-55.755889","281","1996","62.7555555555556","209.034946456667"
"6209","294","First Nations","48.614013672","-123.520202637","293","1996","58.6333333333333","211.923390442599"
"6210","219","First Nations","52.291388889","-81.652222222","1","1996","55.7738095238095","212.541780598745"
"6211","23","First Nations","45.065777","-64.654284","260","1996","55.0166666666667","269.313456310918"
"6212","259","First Nations","49.185","-122.076944444","345","1996","58.6333333333333","208.352534358198"
"6213","12","First Nations","68.218200684","-135.006469727","361","1996","51.6138888888889","296.960227511003"
"6214","500","First Nations","53.261413574","-131.997070313","110","1996","58.6333333333333","210.781497042673"
"6215","208","First Nations","57.840026855","-129.985290527","493","1996","58.6333333333333","218.640356702893"
"6216","493","First Nations","51.322387695","-120.147888184","465","1996","58.6333333333333","209.157897635306"
"6217","332","First Nations","51.263888889","-80.596944444","371","1996","55.7738095238095","211.046230482834"
"6218","619","First Nations","52.106201172","-121.993896484","492","1996","58.6333333333333","204.991658566301"
"6219","524","First Nations","51.587219238","-122.204406738","482","1996","58.6333333333333","209.047154492845"
"6220","598","First Nations","49.693649133","-75.967010579","186","1996","55.7738095238095","213.327573909799"
"6221","306","First Nations","46.932222222","-65.858055556","454","1996","55.9958333333333","240.63616627381"
"6222","480","First Nations","50.289428711","-121.180480957","72","1996","58.6333333333333","225.301390733984"
"6223","174","First Nations","55.258787565","-128.05881555","519","1996","58.6333333333333","211.847592665623"
"6224","396","First Nations","50.448055556","-119.353055556","166","1996","58.6333333333333","220.273654602136"
"6225","187","First Nations","55.255","-127.603055556","502","1996","58.6333333333333","225.754145165026"
"6226","509","First Nations","49.152038574","-123.92956543","122","1996","58.6333333333333","218.528398994956"
"6227","565","First Nations","48.588989258","-123.386779785","527","1996","58.6333333333333","238.127615844761"
"6228","516","First Nations","49.156111111","-121.976111111","174","1996","58.6333333333333","226.343608698652"
"6229","529","First Nations","49.054351","-122.195349","294","1996","58.6333333333333","244.265320260669"
"6230","348","First Nations","49.225165","-123.19828","73","1996","58.6333333333333","309.332991075094"
"6231","588","First Nations","48.611944444","-79.983888889","295","1996","55.7738095238095","219.472618981917"
"6232","61","First Nations","49.869812012","-121.451293945","243","1996","58.6333333333333","265.162849416186"
"6233","244","First Nations","50.423888889","-125.158888889","189","1996","58.6333333333333","265.392112812129"
"6234","242","First Nations","49.173888889","-122.561944444","222","1996","58.6333333333333","273.041780710193"
"6235","134","First Nations","50.972595215","-126.17578125","412","1996","58.6333333333333","228.371336113665"
"6236","181","First Nations","54.553608","-94.494085","247","1996","55.8678571428571","265.274574057972"
"6237","411","First Nations","45.601494964","-61.738137054","422","1996","57.8154761904762","231.476503478099"
"6238","328","First Nations","50.216796875","-60.666687012","28","1996","57.8154761904762","213.844613043908"
"6239","376","First Nations","50.18939209","-121.058410645","194","1996","58.6333333333333","218.083576809402"
"6240","367","First Nations","50.265014648","-121.398986816","70","1996","58.6333333333333","312.376490888165"
"6241","203","First Nations","46.689166667","-64.791111111","145","1996","57.8154761904762","237.948507434013"
"6242","329","First Nations","48.559020996","-72.243896484","445","1996","58.2583333333333","318.918110187736"
"6243","296","First Nations","54.838964685","-94.062978315","526","1996","55.8678571428571","294.268003934796"
"6244","216","First Nations","50.111816406","-121.561584473","200","1996","58.6333333333333","208.067482982311"
"6245","175","First Nations","53.424194336","-129.25378418","486","1996","58.6333333333333","207.676307305837"
"6246","604","First Nations","54.987691","-85.44424","425","1996","55.8678571428571","223.992891794499"
"6247","343","First Nations","55.913055556","-61.127222222","538","1996","57.8154761904762","209.088175854943"
"6248","630","First Nations","49.562305403","-121.422702513","111","1996","58.6333333333333","280.073535258249"
"6249","555","First Nations","50.917602539","-127.914672852","455","1996","58.6333333333333","259.191120274978"
"6250","576","First Nations","48.939025879","-125.526000977","446","1996","58.6333333333333","208.605823346128"
"6251","155","First Nations","48.531111111","-82.016944444","190","1996","56.2416666666667","215.333816285398"
"6252","204","First Nations","50.229744618","-66.388732617","367","1996","57.8154761904762","241.364304831005"
"6253","59","First Nations","50.836242676","-121.376098633","539","1996","58.6333333333333","232.967833813197"
"6254","253","First Nations","54.238611111","-125.7625","219","1996","58.6333333333333","220.813091978901"
"6255","553","First Nations","52.020812988","-123.181884766","103","1996","58.6333333333333","233.878747902313"
"6256","235","First Nations","54.527038574","-128.670898438","481","1996","58.6333333333333","208.297315805794"
"6257","515","First Nations","49.31661099","-123.088666829","355","1996","58.6333333333333","308.897972218288"
"6258","127","First Nations","48.810424805","-124.671386719","498","1996","58.6333333333333","268.19482908886"
"6259","372","First Nations","55.192993164","-129.221984863","348","1996","58.6333333333333","208.452814650045"
"6260","72","First Nations","51.778808594","-120.979614258","431","1996","58.6333333333333","228.467724999076"
"6261","527","First Nations","49.01361084","-123.786499023","48","1996","58.6333333333333","272.273914144584"
"6262","495","First Nations","50.137023926","-121.571899414","288","1996","58.6333333333333","260.955579584825"
"6263","568","First Nations","49.265808105","-124.84777832","27","1996","58.6333333333333","243.527514161409"
"6264","323","First Nations","45.40802002","-73.674987793","14","1996","58.2583333333333","259.281501835968"
"6265","189","First Nations","48.876587363","-123.692826085","185","1996","58.6333333333333","217.919875978004"
"6266","205","First Nations","48.333435059","-69.399963379","460","1996","55.9958333333333","285.24051309438"
"6267","410","First Nations","48.578796387","-124.40826416","268","1996","58.6333333333333","211.683788000697"
"6268","513","First Nations","50.550667597","-119.133367891","528","1996","58.6333333333333","244.535589565037"
"6269","461","First Nations","49.991111111","-122.456944444","323","1996","58.6333333333333","212.241092117164"
"6270","425","First Nations","49.29747","-121.656732","98","1996","58.6333333333333","307.732477755177"
"6271","477","First Nations","49.014174","-122.777581","536","1996","58.6333333333333","209.166132608677"
"6272","472","First Nations","49.245","-121.995","230","1996","58.6333333333333","219.468362824039"
"6273","62","First Nations","50.813888889","-122.083055556","377","1996","58.6333333333333","348.566134694638"
"6274","173","First Nations","55.255","-127.671111111","210","1996","58.6333333333333","315.637165648873"
"6275","577","First Nations","52.475402832","-125.300598145","8","1996","58.6333333333333","232.794443050835"
"6276","349","First Nations","50.528055556","-122.483888889","309","1996","58.6333333333333","210.902142791708"
"6277","184","First Nations","50.733215332","-127.498596191","545","1996","58.6333333333333","215.785314183256"
"6278","264","First Nations","52.955200195","-122.450500488","121","1996","58.6333333333333","220.052722532342"
"6279","423","First Nations","49.468055556","-119.673055556","9","1996","58.6333333333333","210.228046936146"
"6280","538","First Nations","55.483032227","-125.968566895","487","1996","58.6333333333333","299.76456121824"
"6281","263","First Nations","53.090820312","-124.488098145","207","1996","58.6333333333333","207.88486777732"
"6282","398","First Nations","54.038635254","-132.180175781","281","1996","58.6333333333333","215.124577635981"
"6283","541","First Nations","56.245317478","-96.095435139","324","1996","55.8678571428571","270.004012163497"
"6284","611","First Nations","50.986816406","-120.24786377","97","1996","58.6333333333333","210.67149526177"
"6285","158","First Nations","45.892211914","-64.495483398","61","1996","57.8154761904762","299.002510915534"
"6286","143","First Nations","46.585833","-64.985833","296","1996","57.8154761904762","213.353901520427"
"6287","440","First Nations","46.328595491","-72.41895858","300","1996","58.2583333333333","309.717668687541"
"6288","193","First Nations","52.166944444","-128.146944444","213","1996","58.6333333333333","217.795994964012"
"6289","587","First Nations","46.082100621","-60.91523223","513","1996","57.8154761904762","218.581651059049"
"6290","87","First Nations","54.005615234","-125.712585449","313","1996","58.6333333333333","208.359212866403"
"6291","582","First Nations","49.355041504","-120.078308105","533","1996","58.6333333333333","208.065929820413"
"6292","142","First Nations","49.873840332","-126.976196289","380","1996","58.6333333333333","216.533179534738"
"6293","481","First Nations","55.858398437","-92.096069336","100","1996","55.8678571428571","316.402303249944"
"6294","176","First Nations","55.096944444","-127.828888889","559","1996","58.6333333333333","213.055040092099"
"6295","107","First Nations","53.789166667","-78.930555556","366","1996","55.7738095238095","219.807135402011"
"6296","99","First Nations","48.598888889","-78.121111111","5","1996","55.7738095238095","211.71278928331"
"6297","473","First Nations","49.273055556","-121.721111421","542","1996","58.6333333333333","218.557122129036"
"6298","288","First Nations","49.04119873","-123.636779785","182","1996","58.6333333333333","260.094911822261"
"6299","408","First Nations","51.681944444","-127.213888889","272","1996","58.6333333333333","207.856064870394"
"6300","569","First Nations","48.66583252","-123.450866699","143","1996","58.6333333333333","205.721376145422"
"6301","406","First Nations","45.851388889","-66.463611111","452","1996","55.9958333333333","208.722605962823"
"6302","180","First Nations","45.0425","-64.236944","315","1996","55.0166666666667","306.880827892414"
"6303","512","First Nations","49.082514978","-121.968964671","333","1996","58.6333333333333","291.31889286387"
"6304","499","First Nations","50.841186523","-120.948791504","408","1996","58.6333333333333","313.293665329344"
"6305","177","First Nations","55.096178378","-128.075998026","66","1996","58.6333333333333","252.280669198937"
"6306","361","First Nations","53.992867019","-125.848692261","86","1996","58.6333333333333","212.401951953597"
"6307","510","First Nations","52.262207031","-122.093383789","360","1996","58.6333333333333","292.15398107327"
"6308","609","First Nations","54.331420898","-125.893493652","220","1996","58.6333333333333","235.177644504009"
"6309","11","First Nations","49.150411515","-121.986881612","362","1996","58.6333333333333","305.734453584811"
"6310","595","First Nations","56.06842041","-95.596496582","275","1996","55.8678571428571","280.753782858731"
"6311","147","First Nations","47.205678093","-65.117289232","141","1996","57.8154761904762","208.801128801694"
"6312","511","First Nations","48.449829102","-123.425476074","418","1996","58.6333333333333","220.197655438797"
"6313","457","First Nations","53.938415527","-124.125305176","547","1996","58.6333333333333","277.564151011868"
"6314","248","First Nations","48.875793457","-64.554870605","463","1996","57.8154761904762","215.444716531181"
"6315","429","First Nations","45.669444444","-62.652777778","448","1996","57.8154761904762","211.587923733516"
"6316","371","First Nations","54.996032715","-129.956970215","169","1996","58.6333333333333","204.528781866436"
"6317","4","First Nations","46.359802246","-62.910766602","318","1996","57.8154761904762","209.820178342335"
"6318","364","First Nations","50.783996582","-119.753967285","450","1996","58.6333333333333","206.978271064481"
"6319","140","First Nations","46.987609863","-65.634216309","562","1996","55.9958333333333","282.895096180177"
"6320","444","First Nations","49.396789551","-124.61529541","43","1996","58.6333333333333","219.454881629374"
"6321","443","First Nations","48.950563062","-57.93777515","218","1996","62.7555555555556","216.018136869846"
"6322","578","First Nations","49.443055556","-121.433055556","43","1996","58.6333333333333","230.455266405726"
"6323","546","First Nations","51.481532005","-78.759963618","249","1996","55.7738095238095","362.436311648285"
"6324","131","First Nations","49.755474212","-122.164833005","270","1996","58.6333333333333","208.066134599693"
"6325","16","First Nations","52.138427734","-123.959594727","457","1996","58.6333333333333","314.61910368982"
"6326","44","First Nations","67.020019531","-126.070007324","197","1996","51.6138888888889","307.325801171206"
"6327","101","First Nations","49.811944444","-84.128888889","115","1996","56.2416666666667","212.194535197693"
"6328","501","First Nations","53.998413086","-125.879394531","124","1996","58.6333333333333","215.575105842049"
"6329","490","First Nations","49.341846","-121.607881","151","1996","58.6333333333333","214.154572871335"
"6330","8","First Nations","49.280822754","-126.057800293","183","1996","58.6333333333333","212.031300433983"
"6331","185","First Nations","50.923924624","-126.820881738","342","1996","58.6333333333333","216.438362544259"
"6332","535","First Nations","48.386230469","-123.695495605","235","1996","58.6333333333333","212.25098126542"
"6333","484","First Nations","53.518798828","-60.146179199","93","1996","57.8154761904762","303.215631063923"
"6334","629","First Nations","49.133055556","-121.938055556","458","1996","58.6333333333333","209.367840397266"
"6335","75","First Nations","50.018055556","-125.293055556","18","1996","58.6333333333333","239.877807570891"
"6336","409","First Nations","47.532222222","-65.669166667","274","1996","57.8154761904762","276.859390984473"
"6337","523","First Nations","49.297790527","-121.910888672","16","1996","58.6333333333333","241.743394164711"
"6338","31","First Nations","48.938301756","-68.638164685","340","1996","55.9958333333333","242.923563820167"
"6339","405","First Nations","50.619628906","-121.319580078","451","1996","58.6333333333333","260.981300141629"
"6340","138","First Nations","52.234169403","-78.518392033","505","1996","55.7738095238095","220.802568561318"
"6341","7","First Nations","50.819030762","-119.734008789","496","1996","58.6333333333333","208.227129076573"
"6342","635","First Nations","51.931030273","-123.145080566","378","1996","58.6333333333333","311.447705372055"
"6343","491","First Nations","49.171111111","-121.998888889","343","1996","58.6333333333333","241.680625558664"
"6344","415","First Nations","48.622802734","-123.457885742","344","1996","58.6333333333333","209.314802410356"
"6345","407","First Nations","49.18515918","-119.532774034","407","1996","58.6333333333333","214.051651338052"
"6346","110","First Nations","53.000164385","-78.811970518","102","1996","55.7738095238095","213.486821174622"
"6347","289","First Nations","50.25604248","-121.591064453","168","1996","58.6333333333333","208.708187335949"
"6348","383","First Nations","49.989624023","-126.941711426","107","1996","58.6333333333333","217.008352981014"
"6349","60","First Nations","49.961791992","-121.483398438","269","1996","58.6333333333333","213.747090697892"
"6350","551","First Nations","50.681030273","-120.297668457","55","1996","58.6333333333333","319.571979174829"
"6351","258","First Nations","46.600664","-63.855921","542","1996","57.8154761904762","216.344544371497"
"6352","301","First Nations","49.106944444","-122.348055556","242","1996","58.6333333333333","266.543596145534"
"6353","422","First Nations","48.971618652","-123.655395508","540","1996","58.6333333333333","269.528738407772"
"6354","85","First Nations","49.18974","-121.784241","403","1996","58.6333333333333","212.509773129417"
"6355","600","First Nations","53.445083861","-89.141571647","474","1996","55.8678571428571","258.398276388503"
"6356","141","First Nations","48.036621094","-66.375793457","469","1996","55.9958333333333","204.454057791891"
"6357","298","First Nations","51.656944444","-85.918055556","481","1996","55.8678571428571","219.82524047656"
"6358","327","First Nations","51.220031738","-58.649963379","320","1996","62.7555555555556","208.796776637917"
"6359","236","First Nations","50.12805556","-124.9361111","339","1996","58.6333333333333","240.012898214268"
"6360","267","First Nations","48.012521","-66.697698","336","1996","55.9958333333333","214.657146829937"
"6361","552","First Nations","54.653888889","-124.758055556","125","1996","58.6333333333333","281.389060538937"
"6362","109","First Nations","51.700601609","-76.237895908","484","1996","55.7738095238095","211.281870964374"
"6363","100","First Nations","47.902772735","-73.785592138","137","1996","58.2583333333333","218.653573968892"
"6364","355","First Nations","49.254394531","-124.129089355","227","1996","58.6333333333333","368.649189872224"
"6365","240","First Nations","50.693888889","-127.411944444","500","1996","58.6333333333333","217.098108310404"
"6366","359","First Nations","46.856742505","-71.353924374","341","1996","58.2583333333333","226.566893803834"
"6367","283","First Nations","50.138427734","-120.858764648","40","1996","58.6333333333333","223.462122271501"
"6368","212","First Nations","49.678237","-124.958389","302","1996","58.6333333333333","358.89547001349"
"6369","570","First Nations","49.311299025","-122.989068893","420","1996","58.6333333333333","219.258661643919"
"6370","254","First Nations","48.82598877","-124.069580078","142","1996","58.6333333333333","234.221091087139"
"6371","564","First Nations","48.585021973","-123.457275391","550","1996","58.6333333333333","321.400774028996"
"6372","458","First Nations","45.97195093","-66.632675405","136","1996","55.9958333333333","212.361924220061"
"6373","274","First Nations","50.876026808","-119.615824096","309","1996","58.6333333333333","207.007157922432"
"6374","284","First Nations","49.033888889","-119.721944444","395","1996","58.6333333333333","304.819215595244"
"6375","521","First Nations","54.061744505","-124.907331563","406","1996","58.6333333333333","285.119955712166"
"6376","206","First Nations","68.410217285","-133.814697266","427","1996","51.6138888888889","298.253512360471"
"6377","505","First Nations","49.176111111","-121.978888889","401","1996","58.6333333333333","294.402321864925"
"6378","13","First Nations","52.207757","-81.684454","388","1996","55.7738095238095","291.352308848174"
"6379","594","First Nations","53.721191406","-89.538879395","368","1996","55.8678571428571","288.533023870571"
"6380","97","First Nations","50.03302002","-120.859680176","520","1996","58.6333333333333","289.312008576386"
"6381","627","First Nations","50.736111111","-121.863888889","6","1996","58.6333333333333","284.239568327287"
"6382","561","First Nations","48.993591309","-125.383789063","90","1996","58.6333333333333","285.765919993927"
"6383","71","First Nations","50.03268","-125.257981","506","1996","58.6333333333333","283.674481685999"
"6384","628","First Nations","51.420227051","-124.098693848","363","1996","58.6333333333333","304.553026928162"
"6385","479","First Nations","50.732566391","-122.22924754","456","1996","58.6333333333333","288.288759373902"
"6386","68","First Nations","54.948889","-95.261111","279","1996","55.8678571428571","290.481173921003"
"6387","150","First Nations","48.445007324","-123.429992676","275","1996","58.6333333333333","282.654420499197"
"6388","178","First Nations","53.773986816","-130.438903809","161","1996","58.6333333333333","286.42389055463"
"6389","260","First Nations","47.218017578","-74.395996094","252","1996","58.2583333333333","291.306247347872"
"6390","230","First Nations","55.348888889","-127.696111111","109","1996","58.6333333333333","283.214377933121"
"6391","374","First Nations","55.197021484","-129.070983887","146","1996","58.6333333333333","288.757163914761"
"6392","312","First Nations","45.331388889","-63.298333333","127","1996","55.0166666666667","286.914701517248"
"6393","354","First Nations","50.596191406","-126.947570801","138","1996","58.6333333333333","297.729073217838"
"6394","243","First Nations","49.163055556","-121.983055556","374","1996","58.6333333333333","283.954208354553"
"6395","218","First Nations","53.613055556","-88.661111111","22","1996","55.8678571428571","285.058850885052"
"6396","257","First Nations","54.551025391","-130.416992188","329","1996","58.6333333333333","281.771734144743"
"6397","502","First Nations","49.136944444","-121.941111111","225","1996","58.6333333333333","286.001488659764"
"6398","581","First Nations","50.143432617","-120.282897949","548","1996","58.6333333333333","287.452878139588"
"6399","102","First Nations","50.423034668","-121.317993164","306","1996","58.6333333333333","290.452011826508"
"6400","474","First Nations","49.477399319","-123.745054627","75","1996","58.6333333333333","283.983436892354"
"6401","197","First Nations","51.113037109","-122.018066406","35","1996","58.6333333333333","288.552846236194"
"6402","563","First Nations","50.885","-121.838055556","421","1996","58.6333333333333","291.256292260485"
"6403","29","First Nations","52.92352","-82.423773","316","1996","55.7738095238095","280.652898947605"
"6404","554","First Nations","49.178039551","-125.911071777","13","1996","58.6333333333333","281.741378080074"
"6405","437","First Nations","45.683837891","-60.76739502","473","1996","57.8154761904762","291.837027868156"
"6406","324","First Nations","45.483481924","-74.130431116","217","1996","58.2583333333333","292.018414609334"
"6407","199","First Nations","49.951938","-125.243754","390","1996","58.6333333333333","213.633175964653"
"6408","537","First Nations","57.909423828","-131.163574219","147","1996","58.6333333333333","219.171802394302"
"6409","246","First Nations","49.23040509","-122.805099874","517","1996","58.6333333333333","324.054989527314"
"6410","245","First Nations","50.588662375","-126.929522977","284","1996","58.6333333333333","205.536512131616"
"6411","497","First Nations","49.941944444","-122.408888889","359","1996","58.6333333333333","270.576325482015"
"6412","179","First Nations","55.308055556","-127.683055556","354","1996","58.6333333333333","234.627150316084"
"6413","340","First Nations","49.684204102","-126.120605469","434","1996","58.6333333333333","310.17098581689"
"6414","326","First Nations","50.132385254","-61.801574707","16","1996","57.8154761904762","243.1713324188"
"6415","514","First Nations","49.661193848","-121.413879395","256","1996","58.6333333333333","286.610535065128"
"6416","295","First Nations","50.594238281","-126.682312012","356","1996","58.6333333333333","264.306751951838"
"6417","583","First Nations","67.576388889","-139.823888889","413","1996","51.6138888888889","216.489752139259"
"6418","148","First Nations","51.788635254","-122.229675293","546","1996","58.6333333333333","236.908746328931"
"6419","384","First Nations","52.376220703","-126.730407715","118","1996","58.6333333333333","205.808068977364"
"6420","2","First Nations","52.574035645","-122.484985352","163","1996","58.6333333333333","209.400787622856"
"6421","186","First Nations","67.44519043","-133.736572266","382","1996","51.6138888888889","274.170841436095"
"6422","214","First Nations","50.089233398","-127.305297852","412","1996","58.6333333333333","299.449513231009"
"6423","69","First Nations","54.238155509","-125.768232123","68","1996","58.6333333333333","215.908006839247"
"6424","471","First Nations","58.7169444","-98.488888","507","1996","55.8678571428571","224.36997416673"
"6425","575","First Nations","49.023803711","-125.040405273","184","1996","58.6333333333333","210.418116040175"
"6426","365","First Nations","49.212777778","-122.917222222","46","1996","58.6333333333333","298.196312512277"
"6427","32","First Nations","56.550322","-61.687865","1188","1997","59.2428571428571","307.444953404769"
"6428","16","First Nations","55.457954","-60.211485","556","1997","66.8958333333333","287.745693521692"
"6429","43","First Nations","54.179159","-58.429221","306","1997","66.8958333333333","300.879250169996"
"6430","36","First Nations","54.908564","-59.770497","206","1997","66.8958333333333","297.028059674451"
"6431","31","First Nations","55.09036","-59.176172","561","1997","66.8958333333333","293.9780466577"
"6432","18","First Nations","58.455121","-78.105103","1597","1997","55.872619047619","291.158761680096"
"6433","21","First Nations","62.416667","-77.916667","370","1997","56.2654761904762","291.937746385911"
"6434","1","First Nations","68.220102","-134.998551","633","1997","53.1875","286.865306136813"
"6435","34","First Nations","69.348467","-124.07021","313","1997","53.1875","288.391657803453"
"6436","44","First Nations","71.985123","-125.246483","112","1997","53.1875","286.300219495525"
"6437","20","First Nations","63.746693","-68.516967","6699","1997","59.2428571428571","307.178764737687"
"6438","3","First Nations","73.037575","-85.148031","823","1997","53.1875","290.914497183427"
"6439","6","First Nations","64.317604","-96.022001","1872","1997","53.1875","293.106911730529"
"6440","8","First Nations","69.108056","-105.138333","1608","1997","53.1875","285.280158308723"
"6441","9","First Nations","64.233304","-76.540568","1363","1997","56.2654761904762","289.049628364156"
"6442","10","First Nations","63.346514","-90.736827","313","1997","56.2654761904762","293.931985157398"
"6443","11","First Nations","70.483874","-68.519828","934","1997","66.8958333333333","285.840115742647"
"6444","12","First Nations","64.133739","-83.166893","834","1997","56.2654761904762","291.382901724287"
"6445","14","First Nations","76.395732","-82.79391","130","1997","53.1875","289.540439326773"
"6446","15","First Nations","68.772735","-81.235208","546","1997","56.2654761904762","300.354811027363"
"6447","17","First Nations","69.366849","-81.824419","1454","1997","56.2654761904762","286.579946164078"
"6448","26","First Nations","62.847419","-69.869203","455","1997","59.2428571428571","287.684588694578"
"6449","28","First Nations","67.815001","-115.136162","1450","1997","53.1875","284.397471954268"
"6450","33","First Nations","66.139533","-65.717481","1425","1997","66.8958333333333","288.627226469289"
"6451","35","First Nations","72.700114","-77.958181","1549","1997","53.1875","290.078615949113"
"6452","38","First Nations","67.545148","-64.021831","520","1997","66.8958333333333","293.077749636033"
"6453","40","First Nations","62.808913","-92.087741","2266","1997","56.2654761904762","286.609174701879"
"6454","41","First Nations","66.546565","-86.188196","945","1997","56.2654761904762","291.178584045719"
"6455","46","First Nations","56.540775","-79.222418","812","1997","55.872619047619","293.88203007001"
"6456","53","First Nations","62.242523","-92.601676","407","1997","56.2654761904762","283.27863675713"
"6457","7","First Nations","66.838889","-108.048611","0","1997","53.1875","284.367115889599"
"6458","51","First Nations","67.689851","-107.954525","5","1997","53.1875","294.462765677681"
"6459","23","First Nations","61.59626","-71.953886","696","1997","59.2261904761905","294.64415241886"
"6460","24","First Nations","60.023415","-70.026235","549","1997","59.2428571428571","216.258913774179"
"6461","29","First Nations","58.102996","-68.418839","2375","1997","59.2428571428571","221.797540203827"
"6462","30","First Nations","55.27457","-77.763784","657","1997","55.872619047619","326.680727336839"
