Ref_Date,GEO,COMMODITY,Vector,Coordinate,Value
2000,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,100.0
2001,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,99.0
2002,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,97.0
2003,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,96.0
2004,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,95.0
2005,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,95.0
2006,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,93.0
2007,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,98.0
2008,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,97.0
2009,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,96.0
2010,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,95.0
2011,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,94.0
2012,"St. John's, Newfoundland and Labrador",All-items,v15939841,2.1,95.0
2000,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,108.0
2001,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,107.0
2002,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,107.0
2003,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,105.0
2004,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,104.0
2005,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,103.0
2006,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,101.0
2007,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,104.0
2008,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,105.0
2009,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,105.0
2010,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,104.0
2011,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,105.0
2012,"St. John's, Newfoundland and Labrador",Food,v15939842,2.2,105.0
2000,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,110.0
2001,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,109.0
2002,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,108.0
2003,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,108.0
2004,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,106.0
2005,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,105.0
2006,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,106.0
2007,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,105.0
2008,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,105.0
2009,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,104.0
2010,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,103.0
2011,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,104.0
2012,"St. John's, Newfoundland and Labrador",Food purchased from stores,v15939843,2.3,106.0
2000,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,102.0
2001,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,102.0
2002,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,100.0
2003,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,101.0
2004,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,106.0
2005,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,101.0
2006,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,104.0
2007,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,101.0
2008,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,106.0
2009,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,103.0
2010,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,100.0
2011,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,98.0
2012,"St. John's, Newfoundland and Labrador","Meat, poultry and fish",v15939844,2.4,103.0
2000,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,117.0
2001,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,116.0
2002,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,108.0
2003,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,101.0
2004,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,107.0
2005,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,105.0
2006,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,110.0
2007,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,108.0
2008,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,103.0
2009,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,102.0
2010,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,108.0
2011,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,109.0
2012,"St. John's, Newfoundland and Labrador",Dairy products and eggs,v15939845,2.5,104.0
2000,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,103.0
2001,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,103.0
2002,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,111.0
2003,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,107.0
2004,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,102.0
2005,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,102.0
2006,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,98.0
2007,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,100.0
2008,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,105.0
2009,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,103.0
2010,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,95.0
2011,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,102.0
2012,"St. John's, Newfoundland and Labrador",Bakery and other cereal products,v15939846,2.6,100.0
2000,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,123.0
2001,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,122.0
2002,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,116.0
2003,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,115.0
2004,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,112.0
2005,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,115.0
2006,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,115.0
2007,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,116.0
2008,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,114.0
2009,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,113.0
2010,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,118.0
2011,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,117.0
2012,"St. John's, Newfoundland and Labrador",Fruit and vegetables,v15939847,2.7,122.0
2000,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,105.0
2001,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,102.0
2002,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,108.0
2003,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,112.0
2004,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,104.0
2005,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,103.0
2006,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,102.0
2007,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,102.0
2008,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,97.0
2009,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,101.0
2010,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,99.0
2011,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,96.0
2012,"St. John's, Newfoundland and Labrador",Other food purchased from stores,v15939848,2.8,101.0
2000,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,104.0
2001,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,103.0
2002,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,104.0
2003,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,100.0
2004,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,98.0
2005,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,99.0
2006,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,91.0
2007,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,102.0
2008,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,104.0
2009,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,107.0
2010,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,105.0
2011,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,108.0
2012,"St. John's, Newfoundland and Labrador",Food purchased from restaurants,v15939849,2.9,103.0
2000,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,88.0
2001,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,87.0
2002,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,82.0
2003,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,79.0
2004,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,81.0
2005,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,81.0
2006,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,77.0
2007,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,89.0
2008,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,86.0
2009,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,85.0
2010,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,85.0
2011,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,81.0
2012,"St. John's, Newfoundland and Labrador",Shelter,v15939850,2.10,82.0
2002,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,73.0
2003,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,71.0
2004,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,71.0
2005,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,71.0
2006,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,67.0
2007,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,82.0
2008,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,82.0
2009,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,77.0
2010,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,80.0
2011,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,71.0
2012,"St. John's, Newfoundland and Labrador",Rented accommodation,v21580949,2.29,73.0
2002,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,79.0
2003,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,76.0
2004,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,79.0
2005,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,78.0
2006,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,73.0
2007,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,85.0
2008,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,82.0
2009,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,80.0
2010,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,76.0
2011,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,74.0
2012,"St. John's, Newfoundland and Labrador",Owned accommodation,v21580950,2.30,74.0
2002,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,105.0
2003,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,110.0
2004,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,109.0
2005,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,110.0
2006,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,115.0
2007,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,116.0
2008,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,111.0
2009,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,120.0
2010,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,128.0
2011,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,134.0
2012,"St. John's, Newfoundland and Labrador","Water, fuel and electricity",v21580951,2.31,137.0
2000,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,99.0
2001,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,99.0
2002,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,102.0
2003,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,100.0
2004,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,98.0
2005,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,97.0
2006,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,102.0
2007,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,103.0
2008,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,103.0
2009,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,103.0
2010,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,100.0
2011,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,101.0
2012,"St. John's, Newfoundland and Labrador","Household operations, furnishings and equipment",v15939851,2.11,102.0
2000,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,99.0
2001,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,99.0
2002,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,102.0
2003,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,100.0
2004,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,96.0
2005,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,96.0
2006,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,102.0
2007,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,105.0
2008,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,104.0
2009,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,104.0
2010,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,100.0
2011,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,101.0
2012,"St. John's, Newfoundland and Labrador",Household operations,v15939852,2.12,102.0
2000,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2001,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,100.0
2002,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2003,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2004,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2005,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,99.0
2006,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2007,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2008,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2009,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2010,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2011,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,101.0
2012,"St. John's, Newfoundland and Labrador",Household furnishings and equipment,v15939853,2.13,100.0
2000,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2001,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2002,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2003,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,101.0
2004,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2005,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,97.0
2006,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2007,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,101.0
2008,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2009,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2010,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2011,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,102.0
2012,"St. John's, Newfoundland and Labrador",Clothing and footwear,v15939854,2.14,101.0
2000,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,103.0
2001,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,102.0
2002,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,105.0
2003,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,107.0
2004,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,104.0
2005,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,104.0
2006,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,101.0
2007,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,101.0
2008,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,102.0
2009,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,100.0
2010,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,98.0
2011,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,98.0
2012,"St. John's, Newfoundland and Labrador",Transportation,v15939855,2.15,100.0
2000,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,104.0
2001,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,103.0
2002,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,105.0
2003,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,107.0
2004,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,103.0
2005,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,103.0
2006,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,101.0
2007,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,101.0
2008,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,102.0
2009,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,99.0
2010,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,99.0
2011,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,98.0
2012,"St. John's, Newfoundland and Labrador",Private transportation,v15939856,2.16,100.0
2000,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,102.0
2001,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2002,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2003,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,96.0
2004,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2005,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2006,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,100.0
2007,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2008,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,99.0
2009,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,96.0
2010,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2011,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,101.0
2012,"St. John's, Newfoundland and Labrador",Purchase of passenger vehicles,v15939857,2.17,100.0
2000,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,114.0
2001,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,114.0
2002,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,111.0
2003,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,114.0
2004,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,115.0
2005,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,116.0
2006,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,113.0
2007,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,110.0
2008,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,112.0
2009,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,107.0
2010,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,105.0
2011,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,103.0
2012,"St. John's, Newfoundland and Labrador",Gasoline,v15939858,2.18,104.0
2000,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,99.0
2001,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,98.0
2002,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,105.0
2003,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,119.0
2004,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,98.0
2005,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,95.0
2006,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,95.0
2007,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,93.0
2008,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,99.0
2009,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,96.0
2010,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,91.0
2011,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,89.0
2012,"St. John's, Newfoundland and Labrador",Other private transportation,v15939859,2.19,97.0
2000,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,97.0
2001,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,96.0
2002,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,100.0
2003,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,102.0
2004,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,110.0
2005,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,110.0
2006,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,103.0
2007,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,102.0
2008,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,100.0
2009,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,104.0
2010,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,95.0
2011,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,98.0
2012,"St. John's, Newfoundland and Labrador",Public transportation,v15939860,2.20,100.0
2000,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,99.0
2001,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,98.0
2002,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,98.0
2003,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,96.0
2004,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,92.0
2005,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,92.0
2006,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,92.0
2007,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,101.0
2008,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,100.0
2009,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,103.0
2010,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,101.0
2011,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,100.0
2012,"St. John's, Newfoundland and Labrador",Health and personal care,v15939861,2.21,100.0
2000,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,101.0
2001,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,100.0
2002,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,99.0
2003,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,96.0
2004,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,94.0
2005,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,94.0
2006,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,95.0
2007,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,98.0
2008,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,96.0
2009,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,102.0
2010,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,100.0
2011,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,102.0
2012,"St. John's, Newfoundland and Labrador",Health care,v15939862,2.22,103.0
2007,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,103.0
2008,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,103.0
2009,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,103.0
2010,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,103.0
2011,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,97.0
2012,"St. John's, Newfoundland and Labrador",Personal care,v43975161,2.32,98.0
2000,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,104.0
2001,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,100.0
2002,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,101.0
2003,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,99.0
2004,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,94.0
2005,"St. John's, Newfoundland and Labrador",Personal care supplies and equipment,v15939863,2.23,95.0
