Ref_Date,GEO,COMMODITY,Vector,Coordinate,Value
2005,"Winnipeg, Manitoba",Personal care services,v15940060,9.24,101.0
2006,"Winnipeg, Manitoba",Personal care services,v15940060,9.24,98.0
2000,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,95.0
2001,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,94.0
2002,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,92.0
2003,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,94.0
2004,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,95.0
2005,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,96.0
2006,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,93.0
2007,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,95.0
2008,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,96.0
2009,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,95.0
2010,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,91.0
2011,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,90.0
2012,"Winnipeg, Manitoba","Recreation, education and reading",v15940061,9.25,90.0
2007,"Winnipeg, Manitoba",Recreation,v43975179,9.33,98.0
2008,"Winnipeg, Manitoba",Recreation,v43975179,9.33,102.0
2009,"Winnipeg, Manitoba",Recreation,v43975179,9.33,100.0
2010,"Winnipeg, Manitoba",Recreation,v43975179,9.33,95.0
2011,"Winnipeg, Manitoba",Recreation,v43975179,9.33,95.0
2012,"Winnipeg, Manitoba",Recreation,v43975179,9.33,97.0
2007,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,89.0
2008,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,84.0
2009,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,85.0
2010,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,83.0
2011,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,78.0
2012,"Winnipeg, Manitoba",Education and reading,v43975190,9.34,77.0
2000,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,107.0
2001,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,106.0
2002,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,106.0
2003,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,105.0
2004,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,104.0
2005,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,103.0
2006,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,105.0
2007,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,104.0
2008,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,103.0
2009,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,102.0
2010,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,112.0
2011,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,112.0
2012,"Winnipeg, Manitoba",Alcoholic beverages and tobacco products,v15940062,9.26,113.0
2000,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,85.0
2001,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,84.0
2002,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,84.0
2003,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,85.0
2004,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,85.0
2005,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,84.0
2006,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,89.0
2007,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,94.0
2008,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,93.0
2009,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,92.0
2010,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,105.0
2011,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,104.0
2012,"Winnipeg, Manitoba",Alcoholic beverages,v15940063,9.27,105.0
2000,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,133.0
2001,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,128.0
2002,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,122.0
2003,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,123.0
2004,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,120.0
2005,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,120.0
2006,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,120.0
2007,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,119.0
2008,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,118.0
2009,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,119.0
2010,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,122.0
2011,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,125.0
2012,"Winnipeg, Manitoba",Tobacco products and smokers' supplies,v15940064,9.28,127.0
2000,"Regina, Saskatchewan",All-items,v15940065,10.1,93.0
2001,"Regina, Saskatchewan",All-items,v15940065,10.1,93.0
2002,"Regina, Saskatchewan",All-items,v15940065,10.1,92.0
2003,"Regina, Saskatchewan",All-items,v15940065,10.1,90.0
2004,"Regina, Saskatchewan",All-items,v15940065,10.1,92.0
2005,"Regina, Saskatchewan",All-items,v15940065,10.1,92.0
2006,"Regina, Saskatchewan",All-items,v15940065,10.1,93.0
2007,"Regina, Saskatchewan",All-items,v15940065,10.1,93.0
2008,"Regina, Saskatchewan",All-items,v15940065,10.1,95.0
2009,"Regina, Saskatchewan",All-items,v15940065,10.1,97.0
2010,"Regina, Saskatchewan",All-items,v15940065,10.1,94.0
2011,"Regina, Saskatchewan",All-items,v15940065,10.1,95.0
2012,"Regina, Saskatchewan",All-items,v15940065,10.1,97.0
2000,"Regina, Saskatchewan",Food,v15940066,10.2,101.0
2001,"Regina, Saskatchewan",Food,v15940066,10.2,100.0
2002,"Regina, Saskatchewan",Food,v15940066,10.2,96.0
2003,"Regina, Saskatchewan",Food,v15940066,10.2,97.0
2004,"Regina, Saskatchewan",Food,v15940066,10.2,97.0
2005,"Regina, Saskatchewan",Food,v15940066,10.2,95.0
2006,"Regina, Saskatchewan",Food,v15940066,10.2,97.0
2007,"Regina, Saskatchewan",Food,v15940066,10.2,100.0
2008,"Regina, Saskatchewan",Food,v15940066,10.2,101.0
2009,"Regina, Saskatchewan",Food,v15940066,10.2,102.0
2010,"Regina, Saskatchewan",Food,v15940066,10.2,98.0
2011,"Regina, Saskatchewan",Food,v15940066,10.2,98.0
2012,"Regina, Saskatchewan",Food,v15940066,10.2,98.0
2000,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,101.0
2001,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,101.0
2002,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,99.0
2003,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,99.0
2004,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,101.0
2005,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,98.0
2006,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,101.0
2007,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,101.0
2008,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,102.0
2009,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,102.0
2010,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,98.0
2011,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,100.0
2012,"Regina, Saskatchewan",Food purchased from stores,v15940067,10.3,99.0
2000,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,99.0
2001,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,100.0
2002,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,100.0
2003,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,93.0
2004,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,96.0
2005,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,94.0
2006,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,98.0
2007,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,98.0
2008,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,97.0
2009,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,98.0
2010,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,98.0
2011,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,95.0
2012,"Regina, Saskatchewan","Meat, poultry and fish",v15940068,10.4,94.0
2000,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,95.0
2001,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,92.0
2002,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,92.0
2003,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,96.0
2004,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,93.0
2005,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,92.0
2006,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,92.0
2007,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,94.0
2008,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,94.0
2009,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,97.0
2010,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,90.0
2011,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,93.0
2012,"Regina, Saskatchewan",Dairy products and eggs,v15940069,10.5,95.0
2000,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,106.0
2001,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,107.0
2002,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,99.0
2003,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,100.0
2004,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,105.0
2005,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,100.0
2006,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,104.0
2007,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,107.0
2008,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,111.0
2009,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,109.0
2010,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,107.0
2011,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,106.0
2012,"Regina, Saskatchewan",Bakery and other cereal products,v15940070,10.6,104.0
2000,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,100.0
2001,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,100.0
2002,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,100.0
2003,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,103.0
2004,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,103.0
2005,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,99.0
2006,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,103.0
2007,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,103.0
2008,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,109.0
2009,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,106.0
2010,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,100.0
2011,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,99.0
2012,"Regina, Saskatchewan",Fruit and vegetables,v15940071,10.7,102.0
2000,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,107.0
2001,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,105.0
2002,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,102.0
2003,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,102.0
2004,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,106.0
2005,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,102.0
2006,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,106.0
2007,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,103.0
2008,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,101.0
2009,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,102.0
2010,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,98.0
2011,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,104.0
2012,"Regina, Saskatchewan",Other food purchased from stores,v15940072,10.8,101.0
2000,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,101.0
2001,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,99.0
2002,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,91.0
2003,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,92.0
2004,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,90.0
2005,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,90.0
2006,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,88.0
2007,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,97.0
2008,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,98.0
2009,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,100.0
2010,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,98.0
2011,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,96.0
2012,"Regina, Saskatchewan",Food purchased from restaurants,v15940073,10.9,95.0
2000,"Regina, Saskatchewan",Shelter,v15940074,10.10,81.0
2001,"Regina, Saskatchewan",Shelter,v15940074,10.10,80.0
2002,"Regina, Saskatchewan",Shelter,v15940074,10.10,78.0
2003,"Regina, Saskatchewan",Shelter,v15940074,10.10,74.0
2004,"Regina, Saskatchewan",Shelter,v15940074,10.10,77.0
2005,"Regina, Saskatchewan",Shelter,v15940074,10.10,77.0
2006,"Regina, Saskatchewan",Shelter,v15940074,10.10,82.0
2007,"Regina, Saskatchewan",Shelter,v15940074,10.10,82.0
2008,"Regina, Saskatchewan",Shelter,v15940074,10.10,85.0
2009,"Regina, Saskatchewan",Shelter,v15940074,10.10,93.0
2010,"Regina, Saskatchewan",Shelter,v15940074,10.10,90.0
2011,"Regina, Saskatchewan",Shelter,v15940074,10.10,92.0
2012,"Regina, Saskatchewan",Shelter,v15940074,10.10,100.0
2002,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,70.0
2003,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,66.0
2004,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,67.0
2005,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,68.0
2006,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,70.0
2007,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,73.0
2008,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,76.0
2009,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,86.0
2010,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,94.0
2011,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,86.0
2012,"Regina, Saskatchewan",Rented accommodation,v21580973,10.29,97.0
2002,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,74.0
2003,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,70.0
2004,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,72.0
2005,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,72.0
2006,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,78.0
2007,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,77.0
2008,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,81.0
2009,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,88.0
2010,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,82.0
2011,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,88.0
2012,"Regina, Saskatchewan",Owned accommodation,v21580974,10.30,97.0
2002,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,109.0
2003,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,108.0
2004,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,119.0
2005,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,110.0
2006,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,123.0
2007,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,113.0
2008,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,113.0
2009,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,126.0
2010,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,120.0
2011,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,119.0
2012,"Regina, Saskatchewan","Water, fuel and electricity",v21580975,10.31,122.0
2000,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,97.0
2001,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,96.0
2002,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,98.0
2003,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,98.0
2004,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,98.0
2005,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,98.0
2006,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,100.0
2007,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,99.0
2008,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,99.0
2009,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,99.0
2010,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,98.0
2011,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,96.0
2012,"Regina, Saskatchewan","Household operations, furnishings and equipment",v15940075,10.11,94.0
2000,"Regina, Saskatchewan",Household operations,v15940076,10.12,96.0
2001,"Regina, Saskatchewan",Household operations,v15940076,10.12,94.0
2002,"Regina, Saskatchewan",Household operations,v15940076,10.12,98.0
2003,"Regina, Saskatchewan",Household operations,v15940076,10.12,98.0
2004,"Regina, Saskatchewan",Household operations,v15940076,10.12,98.0
2005,"Regina, Saskatchewan",Household operations,v15940076,10.12,97.0
2006,"Regina, Saskatchewan",Household operations,v15940076,10.12,100.0
2007,"Regina, Saskatchewan",Household operations,v15940076,10.12,100.0
2008,"Regina, Saskatchewan",Household operations,v15940076,10.12,100.0
2009,"Regina, Saskatchewan",Household operations,v15940076,10.12,99.0
2010,"Regina, Saskatchewan",Household operations,v15940076,10.12,98.0
2011,"Regina, Saskatchewan",Household operations,v15940076,10.12,95.0
2012,"Regina, Saskatchewan",Household operations,v15940076,10.12,92.0
2000,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,100.0
2001,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,101.0
2002,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,99.0
2003,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,99.0
2004,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,100.0
2005,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,100.0
2006,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,100.0
2007,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,98.0
2008,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,98.0
2009,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,100.0
2010,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,98.0
2011,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,98.0
2012,"Regina, Saskatchewan",Household furnishings and equipment,v15940077,10.13,98.0
2000,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,99.0
2001,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,100.0
2002,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,99.0
2003,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,99.0
2004,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,100.0
2005,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,100.0
2006,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,101.0
2007,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,98.0
2008,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,98.0
2009,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,102.0
2010,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,99.0
2011,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,99.0
2012,"Regina, Saskatchewan",Clothing and footwear,v15940078,10.14,98.0
2000,"Regina, Saskatchewan",Transportation,v15940079,10.15,97.0
2001,"Regina, Saskatchewan",Transportation,v15940079,10.15,98.0
2002,"Regina, Saskatchewan",Transportation,v15940079,10.15,100.0
2003,"Regina, Saskatchewan",Transportation,v15940079,10.15,95.0
2004,"Regina, Saskatchewan",Transportation,v15940079,10.15,97.0
2005,"Regina, Saskatchewan",Transportation,v15940079,10.15,97.0
2006,"Regina, Saskatchewan",Transportation,v15940079,10.15,94.0
2007,"Regina, Saskatchewan",Transportation,v15940079,10.15,94.0
2008,"Regina, Saskatchewan",Transportation,v15940079,10.15,95.0
2009,"Regina, Saskatchewan",Transportation,v15940079,10.15,91.0
2010,"Regina, Saskatchewan",Transportation,v15940079,10.15,86.0
2011,"Regina, Saskatchewan",Transportation,v15940079,10.15,90.0
2012,"Regina, Saskatchewan",Transportation,v15940079,10.15,90.0
2000,"Regina, Saskatchewan",Private transportation,v15940080,10.16,99.0
2001,"Regina, Saskatchewan",Private transportation,v15940080,10.16,100.0
2002,"Regina, Saskatchewan",Private transportation,v15940080,10.16,100.0
2003,"Regina, Saskatchewan",Private transportation,v15940080,10.16,95.0
2004,"Regina, Saskatchewan",Private transportation,v15940080,10.16,97.0
2005,"Regina, Saskatchewan",Private transportation,v15940080,10.16,98.0
2006,"Regina, Saskatchewan",Private transportation,v15940080,10.16,94.0
2007,"Regina, Saskatchewan",Private transportation,v15940080,10.16,95.0
2008,"Regina, Saskatchewan",Private transportation,v15940080,10.16,95.0
2009,"Regina, Saskatchewan",Private transportation,v15940080,10.16,91.0
2010,"Regina, Saskatchewan",Private transportation,v15940080,10.16,85.0
2011,"Regina, Saskatchewan",Private transportation,v15940080,10.16,89.0
2012,"Regina, Saskatchewan",Private transportation,v15940080,10.16,90.0
2000,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,100.0
2001,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,98.0
2002,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,98.0
2003,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,99.0
2004,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,101.0
2005,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,101.0
2006,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,101.0
2007,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,99.0
2008,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,97.0
2009,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,94.0
2010,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,98.0
2011,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,98.0
2012,"Regina, Saskatchewan",Purchase of passenger vehicles,v15940081,10.17,98.0
2000,"Regina, Saskatchewan",Gasoline,v15940082,10.18,101.0
2001,"Regina, Saskatchewan",Gasoline,v15940082,10.18,105.0
2002,"Regina, Saskatchewan",Gasoline,v15940082,10.18,104.0
2003,"Regina, Saskatchewan",Gasoline,v15940082,10.18,105.0
2004,"Regina, Saskatchewan",Gasoline,v15940082,10.18,101.0
2005,"Regina, Saskatchewan",Gasoline,v15940082,10.18,103.0
2006,"Regina, Saskatchewan",Gasoline,v15940082,10.18,105.0
2007,"Regina, Saskatchewan",Gasoline,v15940082,10.18,103.0
2008,"Regina, Saskatchewan",Gasoline,v15940082,10.18,104.0
2009,"Regina, Saskatchewan",Gasoline,v15940082,10.18,98.0
2010,"Regina, Saskatchewan",Gasoline,v15940082,10.18,92.0
2011,"Regina, Saskatchewan",Gasoline,v15940082,10.18,97.0
2012,"Regina, Saskatchewan",Gasoline,v15940082,10.18,99.0
2000,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,97.0
2001,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,98.0
2002,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,100.0
2003,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,83.0
2004,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,89.0
2005,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,89.0
2006,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,76.0
2007,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,83.0
2008,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,85.0
2009,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,83.0
2010,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,67.0
2011,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,68.0
2012,"Regina, Saskatchewan",Other private transportation,v15940083,10.19,69.0
2000,"Regina, Saskatchewan",Public transportation,v15940084,10.20,86.0
2001,"Regina, Saskatchewan",Public transportation,v15940084,10.20,86.0
2002,"Regina, Saskatchewan",Public transportation,v15940084,10.20,96.0
2003,"Regina, Saskatchewan",Public transportation,v15940084,10.20,95.0
2004,"Regina, Saskatchewan",Public transportation,v15940084,10.20,98.0
2005,"Regina, Saskatchewan",Public transportation,v15940084,10.20,95.0
2006,"Regina, Saskatchewan",Public transportation,v15940084,10.20,95.0
2007,"Regina, Saskatchewan",Public transportation,v15940084,10.20,94.0
2008,"Regina, Saskatchewan",Public transportation,v15940084,10.20,94.0
2009,"Regina, Saskatchewan",Public transportation,v15940084,10.20,93.0
2010,"Regina, Saskatchewan",Public transportation,v15940084,10.20,92.0
2011,"Regina, Saskatchewan",Public transportation,v15940084,10.20,98.0
2012,"Regina, Saskatchewan",Public transportation,v15940084,10.20,91.0
2000,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,89.0
2001,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,89.0
2002,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,88.0
2003,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,88.0
2004,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,89.0
2005,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,89.0
2006,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,90.0
2007,"Regina, Saskatchewan",Health and personal care,v15940085,10.21,97.0
